"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"73","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.0715966453509278,5.39389962630756,-0.390026791316063,0.703786836865125,0.903939289700199,-6.4810672333803
"74","17215750","Klhl30","70788","kelch-like 30",0.573856873434004,2.65919066427854,1.54473887691953,0.150009853264407,0.494922773759489,-5.40885304948837
"75","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",0.102557767418642,4.27830425107707,0.373356687381552,0.715810343894272,0.907669455066517,-6.4877705611245
"76","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.196324803562606,2.98609772371487,-0.357298693132062,0.727468745789928,0.912855942297684,-6.49395767281083
"77","17215813","Or9s15","258483","olfactory receptor family 9 subfamily S member 15",-1.27698879231707,2.99647614539505,-3.49878030021328,0.00480719977828727,0.0932066085208403,-2.17942530208268
"78","17215820","Gpc1","14733","glypican 1",0.464481597377962,5.23901633462784,1.48112975801935,0.165978725672157,0.520411533743705,-5.49389276739713
"79","17215834","Dusp28","67446","dual specificity phosphatase 28",-0.228586645239449,5.64758273920915,-0.797227947648659,0.441790439681768,0.773621595075967,-6.23189355522998
"80","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",0.0507580502999812,7.93878855640956,0.357809013581957,0.727097117992195,0.912629168755014,-6.49376513356802
"81","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",0.312190636304861,2.24683478858575,1.50314123392386,0.160295016348491,0.511150570009519,-5.46473086866215
"82","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",-0.152929639899638,7.33126421132126,-0.583934823930723,0.570766119369532,0.845041232643756,-6.38247028442505
"83","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",0.0228527337533864,6.96675459638086,0.108396807268102,0.915586682009806,0.974721454027954,-6.5554333856884
"84","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.0315610937335524,7.39023920846142,-0.099379279402296,0.9225827646796,0.976874504155929,-6.55643236899096
"85","17216638","Tmem185b","226351","transmembrane protein 185B",-0.183889245272309,6.09681978870536,-0.942106149692262,0.365893973285405,0.713566622366423,-6.10607888979239
"86","17216642","Sctr","319229","secretin receptor",-0.362932852143092,7.13500019423996,-1.16961639009123,0.266295549164474,0.626463303404089,-5.8734168934298
"87","17216836","R3hdm1","226412","R3H domain containing 1",0.265586545143563,8.60053843678871,1.24066039527085,0.239936274405317,0.597203562769274,-5.79267074006311
"88","17216870","Ubxn4","67812","UBX domain protein 4",0.107077936118251,8.28793602983438,0.757731790667556,0.464160156876621,0.788675704335958,-6.26296885184261
"89","17216937","Yod1","226418","YOD1 deubiquitinase",-0.108734046567267,5.59811267555193,-0.551500416290269,0.592056596216813,0.851234448045727,-6.4015675106486
"90","17217116","Rab29","226422","RAB29, member RAS oncogene family",0.263483803246723,5.89938747497503,0.98717057860937,0.344277860312575,0.699312607573756,-6.06328738851485
"91","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",0.0566425593555264,3.60678019644064,0.185513273348641,0.856122961211127,0.956627176170577,-6.54336204251794
"92","17217216","Rbbp5","213464","retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",0.0795186963551107,7.21153652733298,0.390368145150104,0.703541495862052,0.903939289700199,-6.48092699185516
"93","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.156974958790514,4.83710214996416,-1.03464949055731,0.322522797100591,0.677641313712076,-6.01639952802483
"94","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",-0.60197450252744,9.72848466070326,-3.33246383308223,0.0064730131104947,0.108223585959131,-2.4714287374028
"95","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",0.0264102835715092,3.37268234842484,0.107558752707576,0.916236567223005,0.974777719628085,-6.55552987487362
"96","17217415","Mybph","53311","myosin binding protein H",0.49748594478351,4.28571969130951,0.981723073819464,0.346840691677561,0.699312607573756,-6.06854955023875
"97","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.257272191080049,2.16468654308,0.964163481236993,0.355195638707136,0.704236001310275,-6.08534496132395
"98","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",0.505212563509184,3.06775981694504,1.59267618515516,0.138871235234316,0.476935643079597,-5.34325209541364
"99","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",0.159448639428,9.61306830313325,0.909913432585169,0.381915187137568,0.728497913353288,-6.13560476078851
"100","17217625","Tnni1","21952","troponin I, skeletal, slow 1",1.5216483720518,3.77450073789962,1.78306364809409,0.101498954627615,0.419141118366689,-5.07093010474735
"101","17217666","Tmem9","66241","transmembrane protein 9",-0.141894975594136,6.11192246378528,-0.650852894231651,0.528187404629966,0.824939375271909,-6.33984548224626
"102","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",1.57524776993546,5.27104643720988,1.16599543430004,0.267697689733129,0.626925646886611,-5.87743378159524
"103","17217777","Ddx59","67997","DEAD box helicase 59",0.233061507264108,4.77142256808601,1.43614586842373,0.178130970423576,0.535494184658198,-5.55259021343297
"104","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.347981968257988,7.07388661300447,-0.721536471249124,0.485279090806698,0.798473035372864,-6.29019529220331
"105","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.201645351204159,7.01282319612501,1.12113409119152,0.285550247796833,0.646872742148033,-5.92638754961885
"106","17218149","Ivns1abp","117198","influenza virus NS1A binding protein",0.478069194999618,11.2194983601847,2.32651670912146,0.0395931123159031,0.284352256404662,-4.21280278302165
"107","17218233","Colgalt2","269132","collagen beta(1-O)galactosyltransferase 2",-0.161446126631285,4.48597359516584,-0.912439934436492,0.380640360823345,0.727251287326962,-6.13331938455232
"108","17218449","Angptl1","72713","angiopoietin-like 1",-0.663284780231034,4.82010790648567,-2.3805786032039,0.0359608996909796,0.276823020708266,-4.12261242941361
"109","17218514","Astn1","11899","astrotactin 1",-0.274734429729274,2.19319152177456,-1.02806670420639,0.325476897898515,0.681189992553025,-6.02300919835153
"110","17218598","4930523C07Rik","67647","RIKEN cDNA 4930523C07 gene",-0.053333222630231,6.73234490818864,-0.263810918780584,0.796686959147118,0.940074500833859,-6.52467372994064
"111","17218620","Rc3h1","381305","RING CCCH (C3H) domains 1",-0.0463145533487292,9.34809708867637,-0.203810497490478,0.842134986555647,0.954472406845406,-6.53957320154936
"112","17218835","Sell","20343","selectin, lymphocyte",0.6901159997369,5.26390682399909,2.02806786954552,0.0668617191142968,0.358272576986128,-4.69664430950425
"113","17218907","Nme7","171567","NME/NM23 family member 7",0.0804088150195099,4.33849979445511,0.34238815904171,0.738358800898779,0.919403244397008,-6.49946462864959
"114","17218942","Gpr161","240888","G protein-coupled receptor 161",-0.0843738630942634,3.34800535596971,-0.303803276236142,0.766812939335985,0.931768742404305,-6.51264662318732
"115","17219011","Cd247","12503","CD247 antigen",0.198547551038199,3.94647630319306,1.07263480985197,0.305864899211669,0.661498030726497,-5.97758533262683
"116","17219079","Fam78b","226610","family with sequence similarity 78, member B",-0.133181294235278,4.79732719003909,-0.574821172444395,0.576706449395035,0.845762240342404,-6.38794024770534
"117","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",1.11510253394467,4.75965296073107,2.52211793616286,0.0279151256285161,0.241227426208503,-3.88358692713906
"118","17219222","Mpz","17528","myelin protein zero",0.255493012373517,6.38762572925649,0.318412234230224,0.755994849190538,0.927890186591563,-6.50783744156622
"119","17219242","Apoa2","11807","apolipoprotein A-II",-0.161162851204815,4.39066110986636,-0.588617208072939,0.567727050278756,0.84389054635496,-6.37962848845274
"120","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.0509528119008271,3.91394187581496,-0.112655806806798,0.912284963030976,0.974358287840598,-6.55493147877511
"121","17219397","Cd48","12506","CD48 antigen",0.891309259632526,3.47549389433735,3.49469162230713,0.00484237608638029,0.0932516979010857,-2.18659282984231
"122","17219499","Dcaf8","98193","DDB1 and CUL4 associated factor 8",0.141334668026614,8.28167629641735,0.78946106828291,0.446133282473098,0.775681675575247,-6.23811603513608
"123","17219546","Slamf9","98365","SLAM family member 9",1.03523133619516,3.84307054704955,3.91721210211785,0.00229743894854947,0.0649241683843836,-1.45114990863167
"124","17219581","Tagln2","21346","transgelin 2",0.233558812706182,7.62531957934156,1.38301515535662,0.193444918099854,0.549180240528231,-5.62031308381085
"125","17219633","Or10j3","258880","olfactory receptor family 10 subfamily J member 3B",-0.510186865140145,1.88321698492309,-1.23576625485719,0.241682725125235,0.59878886531338,-5.79834953130997
"126","17219639","Or10j2","258645","olfactory receptor family 10 subfamily J member 2",0.0656598047756733,1.69057784075982,0.14014414708501,0.891019306120816,0.967814156964811,-6.55122816386161
"127","17219662","Ifi209","236312","interferon activated gene 209",0.183703001557953,4.09380197809327,0.545421301584442,0.596092829415215,0.8531277065582,-6.40503208128157
"128","17219680","Or10aa3","258711","olfactory receptor family 10 subfamily AA member 3",-0.400517893938114,1.7595273498804,-1.81531593858682,0.096151189358381,0.411067089020814,-5.02308074564479
"129","17219688","Or6k4","258716","olfactory receptor family 6 subfamily K member 4",-0.168637047056876,1.71643525496971,-0.394364197841436,0.700672034000622,0.902607706939087,-6.47927638286574
"130","17219869","Sdccag8","76816","serologically defined colon cancer antigen 8",-0.154234751241032,4.97452387121645,-0.726182198135999,0.482535673858162,0.798257932180558,-6.28676834564167
"131","17219963","Desi2","78825","desumoylating isopeptidase 2",0.133195206884102,6.15248938151097,0.897843885711989,0.388046318512037,0.734190521564671,-6.14644705194559
"132","17220018","Cnst","226744","consortin, connexin sorting protein",-0.169240676137573,6.48029144682982,-0.707015841735274,0.493915585801036,0.805640772145164,-6.30077728716212
"133","17220148","Lin9","72568","lin-9 DREAM MuvB core complex component",0.315226940921258,5.03665380521904,1.54440735295342,0.150089512261748,0.494922773759489,-5.40930228229395
"134","17220166","Acbd3","170760","acyl-Coenzyme A binding domain containing 3",0.120931102588578,8.10604994178858,0.796141683470445,0.442396163031905,0.773795447029725,-6.23276708928705
"135","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.0583453939925729,6.83983876657992,0.355040868804128,0.729113822748209,0.912913885745649,-6.49480630671871
"136","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",0.0530273960874488,2.46812195807448,0.163823956669465,0.872770625055275,0.961415253388244,-6.5473946774076
"137","17220432","Tlr5","53791","toll-like receptor 5",-0.249055857924738,5.76641575618364,-1.13263888254131,0.280886613612201,0.641794807097107,-5.91397776634059
"138","17220452","Taf1a","21339","TATA-box binding protein associated factor, RNA polymerase I, A",0.324121433549448,5.85784100915413,1.84756506306007,0.0910612581686934,0.406144184341667,-4.97477814282268
"139","17220529","Mir194-1","387189","microRNA 194-1",0.0983533494562905,3.35019173979369,0.379543987425461,0.711338100251968,0.906419088689781,-6.48531582549429
"140","17220548","Eprs","107508","glutamyl-prolyl-tRNA synthetase",0.192005802079533,8.55919294372099,1.44554134026086,0.175532260350075,0.532029990409216,-5.54043179188462
"141","17220627","Esrrg","26381","estrogen-related receptor gamma",0.169033339623631,5.7934171576671,0.57872631904624,0.574156993031409,0.845732171814193,-6.38560631466613
"142","17220724","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",-0.00468239485974653,6.96654249852187,-0.0354997143459028,0.972302223610939,0.990464992103671,-6.56102844678622
"143","17220797","Pacc1","66950","proton activated chloride channel 1",-0.144755508794675,4.04754219739832,-0.800303238063607,0.440078525220977,0.773188563988658,-6.22941476560363
"144","17220809","Ints7","77065","integrator complex subunit 7",-0.386473267020293,7.15541799468596,-2.7238610178339,0.0194109196674979,0.195502119755528,-3.53709223553964
"145","17220833","Lpgat1","226856","lysophosphatidylglycerol acyltransferase 1",0.310700392678809,7.94939266608864,1.26575442701771,0.231140068123618,0.590241705689852,-5.76328885455725
"146","17220882","Kcnh1","16510","potassium voltage-gated channel, subfamily H (eag-related), member 1",-0.111029047648528,3.4349556619413,-0.599831712737865,0.560484346477094,0.83857081069073,-6.37273568961829
"147","17220944","Lamb3","16780","laminin, beta 3",-0.0704846279121583,3.61326403832152,-0.220440873977589,0.82947015241756,0.949756346027563,-6.53582297022122
"148","17220974","Plxna2","18845","plexin A2",-0.487739466320226,7.64460691881228,-2.95538007064836,0.0127737895020965,0.158060495065499,-3.13379675308691
"149","17221010","Mir3962","100628615","microRNA 3962",0.0275328569371567,2.31736174786783,0.0604600294645031,0.952848040957994,0.983351312166589,-6.55975041285314
"150","17221014","Cd34","12490","CD34 antigen",0.448169645284203,9.33600979797924,2.5283137055645,0.0276063249323953,0.240781623289278,-3.87303799283115
"151","17221071","Sox17","20671","SRY (sex determining region Y)-box 17",0.0564394727607276,6.76728410161172,0.157077761423763,0.877962186271332,0.965352332225539,-6.5485473872209
"152","17221186","Snhg6","73824","small nucleolar RNA host gene 6",0.0112679092521804,5.89355449564597,0.0532557550680678,0.958460386478259,0.984335974689939,-6.5601875153504
"153","17221191","Snord87","266793","small nucleolar RNA, C/D box 87",0.536164144353412,5.29779402611514,1.80831821204103,0.0972892731037905,0.412260645287304,-5.03350195712709
"154","17221197","Tcf24","100039596","transcription factor 24",0.158630819730087,5.0272097435118,0.616573666500659,0.549767300311351,0.834865308926,-6.36221902915866
"155","17221375","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",0.142761067424154,5.89300490415395,0.291778244289028,0.775756698759458,0.932719731214089,-6.51643850889348
"156","17221502","Jph1","57339","junctophilin 1",1.31997319361498,5.70920512498298,2.93320665743704,0.0132962533927976,0.160624071822863,-3.17260158143309
"157","17221686","Kcnq5","226922","potassium voltage-gated channel, subfamily Q, member 5",0.170949958759238,4.07038066848509,0.523802762614886,0.610560978800986,0.861114648830108,-6.41705747046596
"158","17221756","Ogfrl1","70155","opioid growth factor receptor-like 1",0.374743716770608,4.9903308799939,1.85485845837917,0.0899447625157841,0.405359220574079,-4.96379214630731
"159","17221786","Sdhaf4","68002","succinate dehydrogenase complex assembly factor 4",-0.287378410086921,6.01841689865275,-1.21270514092298,0.250049124412479,0.610475581986115,-5.82487851047618
"160","17222001","Prim2","19076","DNA primase, p58 subunit",0.274802138256224,5.02946839267971,1.28873123205596,0.223316166582358,0.582551818055122,-5.73600207478602
"161","17222020","Bag2","213539","BCL2-associated athanogene 2",0.0241412820454396,4.76287263500032,0.110147195245666,0.914229518309879,0.974358287840598,-6.55522944489163
"162","17222072","Ccdc115","69668","coiled-coil domain containing 115",-0.0693812342552356,5.29872946583965,-0.30208560640874,0.768088349559875,0.93212903092367,-6.51319748305854
"163","17222096","Fam168b","214469","family with sequence similarity 168, member B",-0.153139223235593,9.52635504252474,-1.06714108757786,0.308233270511759,0.663423509198123,-5.98326945452497
"164","17222149","Neurl3","214854","neuralized E3 ubiquitin protein ligase 3",1.07952443621166,6.98232290543813,3.26427229397434,0.00731651369983587,0.114149351439953,-2.59132292154258
"165","17222193","Ankrd23","78321","ankyrin repeat domain 23",1.92292732645279,7.21795088640953,2.69201728111566,0.0205592291061607,0.203672498870031,-3.59215339118187
"166","17222332","Mgat4a","269181","mannoside acetylglucosaminyltransferase 4, isoenzyme A",0.23565891192688,6.13534687189643,1.40969688833472,0.185621739237441,0.542908695965147,-5.58652455357984
